time,note,velocity,duration
0,66,127,384
334,71,127,96
359,69,127,96
384,67,127,192
672,66,127,96
768,67,127,384
1152,71,127,384
1536,69,127,768
1824,57,127,96
1920,57,127,384
2304,74,127,384
2688,73,127,192
2976,71,127,96
3072,69,127,384
3456,79,127,384
3840,78,127,192
4128,76,127,96
4224,74,127,384
4608,66,127,384
4942,71,127,96
4967,69,127,96
4992,67,127,192
5280,66,127,96
5376,67,127,384
5760,71,127,384
6144,69,127,768
6432,57,127,96
6528,57,127,384
6912,74,127,288
7104,59,127,192
7200,73,127,96
7296,73,127,192
7488,74,127,192
7680,76,127,192
7872,78,127,192
8064,78,127,288
8352,80,127,96
8448,80,127,384
8832,81,127,384
9216,66,127,384
9550,71,127,96
9575,69,127,96
9600,67,127,192
9888,66,127,96
9984,67,127,384
10368,71,127,384
10752,69,127,768
11040,57,127,96
11136,57,127,384
11520,74,127,384
11904,73,127,192
12192,71,127,96
12288,69,127,384
12672,79,127,384
13056,78,127,192
13344,76,127,96
13440,74,127,384
13824,66,127,384
14158,71,127,96
14183,69,127,96
14208,67,127,192
14496,66,127,96
14592,67,127,384
14976,71,127,384
15360,69,127,768
15648,57,127,96
15744,57,127,384
16128,74,127,288
16320,59,127,192
16416,73,127,96
16512,73,127,192
16704,74,127,192
16896,76,127,192
17088,78,127,192
17280,78,127,288
17568,80,127,96
17664,80,127,384
18048,81,127,384
18432,76,127,192
18624,78,127,192
18816,79,127,192
19008,81,127,192
19200,79,127,192
19392,78,127,192
19584,79,127,192
19776,78,127,192
19968,76,127,768
20160,59,127,192
20352,57,127,192
20544,55,127,192
20736,74,127,192
20928,72,127,192
21120,71,127,384
21312,54,127,192
21504,72,127,384
21696,69,127,192
21888,71,127,384
22080,67,127,192
22272,69,127,768
22464,66,127,192
22656,64,127,192
22848,62,127,192
23040,66,127,384
23232,60,127,192
23374,71,127,96
23399,69,127,96
23424,67,127,192
23712,66,127,96
23808,67,127,384
24192,71,127,384
24576,69,127,768
24864,57,127,96
24960,57,127,384
25344,74,127,384
25728,73,127,192
26016,71,127,96
26112,69,127,384
26496,79,127,384
26688,49,127,192
26880,78,127,192
27168,76,127,96
27264,74,127,384
27648,66,127,384
27982,71,127,96
28007,69,127,96
28032,67,127,192
28320,66,127,96
28416,67,127,384
28800,71,127,288
29088,69,127,96
29184,69,127,192
29376,71,127,192
29568,73,127,192
29760,74,127,192
29952,74,127,192
30144,76,127,192
30336,78,127,768
30528,67,127,192
30720,69,127,192
30912,71,127,192
31104,76,127,768
31296,73,127,192
31488,73,127,384
31872,74,127,384
32256,76,127,192
32448,78,127,192
32640,79,127,192
32832,81,127,192
33024,79,127,192
33216,78,127,192
33408,79,127,192
33600,78,127,192
33792,76,127,768
33984,59,127,192
34176,57,127,192
34368,55,127,192
34560,74,127,192
34752,72,127,192
34944,71,127,384
35136,54,127,192
35328,72,127,384
35520,69,127,192
35712,71,127,384
35904,67,127,192
36096,69,127,768
36288,66,127,192
36480,64,127,192
36672,62,127,192
36864,66,127,384
37056,60,127,192
37198,71,127,96
37223,69,127,96
37248,67,127,192
37536,66,127,96
37632,67,127,384
38016,71,127,384
38400,69,127,768
38688,57,127,96
38784,57,127,384
39168,74,127,384
39552,73,127,192
39840,71,127,96
39936,69,127,384
40320,79,127,384
40512,49,127,192
40704,78,127,192
40992,76,127,96
41088,74,127,384
41472,66,127,384
41806,71,127,96
41831,69,127,96
41856,67,127,192
42144,66,127,96
42240,67,127,384
42624,71,127,288
42912,69,127,96
43008,69,127,192
43200,71,127,192
43392,73,127,192
43584,74,127,192
43776,74,127,192
43968,76,127,192
44160,78,127,768
44352,67,127,192
44544,69,127,192
44736,71,127,192
44928,76,127,384
45120,73,127,192
45312,76,127,384
45696,74,127,384
