time,note,velocity,duration
1680,48,50,240
1920,53,54,720
2160,69,41,240
2400,69,45,240
2640,57,50,240
2880,60,55,720
3120,72,42,240
3360,72,45,240
3600,53,50,240
3840,58,55,240
4080,74,41,240
4320,74,47,240
4560,62,50,240
4800,60,61,720
5040,72,40,240
5280,72,49,240
5520,57,52,240
5760,58,59,240
6000,72,43,240
6240,72,45,480
6480,58,50,240
6720,57,57,240
6960,69,41,240
7200,69,45,480
7440,57,45,240
7680,52,54,480
7920,67,45,240
8160,50,55,480
8400,71,48,240
8640,48,57,480
8880,72,50,240
9120,72,55,480
9360,48,50,240
9600,53,54,720
9840,69,41,240
10080,69,45,240
10320,57,50,240
10560,60,55,720
10800,72,42,240
11040,72,45,240
11280,53,50,240
11520,58,55,240
11760,74,41,240
12000,74,47,240
12240,62,50,240
12480,60,61,720
12720,72,40,240
12960,72,49,240
13200,57,52,240
13440,58,59,240
13680,72,43,240
13920,72,45,480
14160,58,50,240
14400,57,57,240
14640,69,41,240
14880,69,45,480
15120,57,45,240
15360,52,54,480
15600,67,45,240
15840,50,55,480
16080,71,48,240
16320,48,57,480
16560,72,50,240
16800,72,55,240
17040,60,57,240
17280,70,62,720
17520,64,41,240
17760,64,45,240
18000,69,57,240
18240,67,63,720
18480,60,42,240
18720,60,45,240
18960,60,57,240
19200,70,63,240
19440,69,57,240
19680,67,63,240
19920,65,57,240
20160,67,70,720
20400,60,40,240
20640,60,49,240
20880,60,57,240
21120,65,62,720
21360,60,41,240
21600,60,45,240
21840,69,57,240
22080,72,63,720
22320,69,42,240
22560,69,45,240
22800,65,57,240
23040,70,63,240
23280,74,57,240
23520,77,55,240
23760,74,57,240
24000,72,70,720
24240,69,40,240
24480,69,49,240
24720,57,52,240
24960,58,59,240
25200,72,43,240
25440,72,45,480
25680,58,50,240
25920,57,57,240
26160,69,41,240
26400,69,45,240
26640,69,45,240
26880,55,54,480
27120,67,45,240
27360,52,55,480
27600,60,48,240
27840,53,57,480
28080,65,50,240
28320,65,55,240
28560,60,57,240
28800,70,62,720
29040,64,41,240
29280,64,45,240
29520,69,57,240
29760,67,63,720
30000,60,42,240
30240,60,45,240
30480,60,57,240
30720,70,63,240
30960,69,57,240
31200,67,63,240
31440,65,57,240
31680,67,70,720
31920,60,40,240
32160,60,49,240
32400,60,57,240
32640,65,62,720
32880,60,41,240
33120,60,45,240
33360,69,57,240
33600,72,63,720
33840,69,42,240
34080,69,45,240
34320,65,57,240
34560,70,63,240
34800,74,57,240
35040,77,55,240
35280,74,57,240
35520,72,70,720
35760,69,40,240
36000,69,49,240
36240,57,52,240
36480,58,59,240
36720,72,43,240
36960,72,45,480
37200,58,50,240
37440,57,57,240
37680,69,41,240
37920,69,45,240
38160,69,45,240
38400,55,54,480
38640,67,45,240
38880,52,55,480
39120,60,48,240
39360,53,57,480
39600,65,50,240
39840,65,55,240
