time,note,velocity,duration
3,72,96,140
121,63,80,140
123,55,73,140
240,62,77,140
242,53,72,140
360,63,77,140
362,55,72,140
481,51,80,140
483,60,80,140
600,55,72,140
602,63,76,140
722,62,76,140
723,53,73,140
839,63,76,120
963,72,96,140
1079,55,74,140
1082,63,80,140
1199,53,74,140
1201,62,78,140
1319,63,78,140
1321,55,72,140
1438,60,80,140
1443,51,80,140
1558,63,78,140
1678,53,73,140
1680,62,77,140
1798,63,77,120
1801,55,73,120
1918,68,96,140
1920,48,88,140
2038,56,73,140
2043,65,80,140
2159,55,73,140
2160,64,76,140
2278,65,76,140
2283,56,73,140
2398,60,80,140
2399,53,80,140
2518,65,76,140
2638,55,73,140
2640,64,76,140
2761,65,76,120
2763,56,73,120
2878,48,88,140
2881,68,96,140
2998,56,74,140
3001,65,80,140
3118,55,72,140
3121,64,77,140
3238,65,77,140
3240,56,72,140
3361,60,80,140
3363,53,80,140
3480,65,76,140
3600,64,76,140
3718,65,76,120
3723,56,74,120
3841,71,96,140
3843,48,88,140
3961,56,74,140
3962,65,80,140
4082,63,76,140
4083,55,74,140
4201,65,75,140
4202,56,74,140
4319,62,80,140
4320,53,80,140
4439,56,74,140
4443,65,76,140
4558,55,74,140
4562,63,76,140
4681,56,73,120
4683,65,76,120
4803,71,96,140
4920,56,75,140
4921,65,80,140
5038,63,76,140
5039,55,75,140
5160,65,80,140
5161,56,75,140
5279,62,80,140
5402,56,74,140
5403,65,77,140
5519,63,77,140
5523,55,74,140
5640,56,74,120
5642,65,77,120
5763,72,96,140
5878,51,75,140
5883,67,80,140
6003,65,75,140
6121,67,75,140
6240,63,80,140
6242,55,80,140
6359,67,76,140
6361,51,75,140
6478,50,75,140
6479,65,76,140
6599,51,75,120
6603,67,76,120
6718,72,96,140
6720,48,88,140
6838,51,75,140
6840,67,80,140
6958,65,75,140
6960,50,75,140
7078,51,75,140
7082,67,75,140
7198,63,80,140
7201,55,80,140
7318,67,76,140
7323,51,75,140
7438,50,75,140
7443,65,76,140
7559,67,76,120
7562,51,75,120
7679,75,96,140
7681,48,88,140
7801,68,80,140
7802,60,75,140
7922,67,76,140
8041,60,75,140
8043,68,76,140
8162,63,80,140
8278,60,75,140
8280,68,75,140
8399,67,75,140
8402,58,75,140
8522,68,76,120
8640,75,96,140
8642,48,88,140
8758,60,76,140
8760,68,80,140
8883,67,75,140
9001,60,76,140
9002,68,75,140
9118,63,80,140
9122,56,80,140
9238,60,75,140
9241,68,75,140
