time,note,velocity,duration
0,74,127,384
384,67,127,192
576,69,127,192
768,71,127,192
960,72,127,192
1152,74,127,384
1536,67,127,384
1920,67,127,384
2304,76,127,384
2688,72,127,192
2880,74,127,192
3072,76,127,192
3264,78,127,192
3456,79,127,384
3840,67,127,384
4224,67,127,384
4608,72,127,384
4992,74,127,192
5184,72,127,192
5376,71,127,192
5568,69,127,192
5760,71,127,384
6144,72,127,192
6336,71,127,192
6528,69,127,192
6720,67,127,192
6912,66,127,384
7296,67,127,192
7488,69,127,192
7680,71,127,192
7872,67,127,192
8064,71,127,576
8448,50,127,192
8640,69,127,576
8832,59,127,192
9024,57,127,192
9216,74,127,384
9600,67,127,192
9792,69,127,192
9984,71,127,192
10176,72,127,192
10368,74,127,384
10752,67,127,384
11136,67,127,384
11520,76,127,384
11904,72,127,192
12096,74,127,192
12288,76,127,192
12480,78,127,192
12672,79,127,384
13056,67,127,384
13248,59,127,192
13440,67,127,384
13632,55,127,192
13824,72,127,384
14208,74,127,192
14400,72,127,192
14592,71,127,192
14784,69,127,192
14976,71,127,384
15360,72,127,192
15552,71,127,192
15744,69,127,192
15936,67,127,192
16128,69,127,384
16512,71,127,192
16704,69,127,192
16896,67,127,192
17088,66,127,192
17280,67,127,1152
18048,43,127,384
18432,83,127,384
18816,79,127,192
19008,81,127,192
19200,83,127,192
19392,79,127,192
19584,81,127,384
19968,74,127,192
20160,76,127,192
20352,78,127,192
20544,74,127,192
20736,79,127,384
21120,76,127,192
21312,78,127,192
21504,79,127,192
21696,74,127,192
21888,73,127,384
22272,71,127,192
22464,73,127,192
22656,69,127,384
23040,69,127,192
23232,71,127,192
23424,73,127,192
23616,74,127,192
23808,76,127,192
24000,78,127,192
24192,79,127,384
24576,78,127,384
24960,76,127,384
25344,78,127,384
25728,69,127,384
26112,73,127,384
26496,74,127,1152
26880,50,127,384
27264,60,127,384
27648,74,127,384
28032,67,127,192
28224,66,127,192
28416,67,127,384
28800,76,127,384
29184,67,127,192
29376,66,127,192
29568,67,127,384
29952,74,127,384
30336,72,127,384
30720,71,127,384
31104,69,127,192
31296,67,127,192
31488,66,127,192
31680,67,127,192
31872,69,127,384
32256,62,127,192
32448,64,127,192
32640,66,127,192
32832,67,127,192
33024,69,127,192
33216,71,127,192
33408,72,127,384
33792,71,127,384
34176,69,127,384
34560,71,127,192
34752,74,127,192
34944,67,127,384
35328,66,127,384
35712,67,127,1152
36096,50,127,384
36480,43,127,384
