time,note,velocity,duration
0,60,50,480
120,51,24,120
240,56,26,120
360,51,23,120
480,58,46,480
600,51,24,120
720,55,26,120
840,51,24,120
960,63,50,720
1080,51,25,120
1200,56,25,120
1320,51,25,120
1440,58,28,120
1560,51,25,120
1680,61,48,240
1800,51,25,120
1920,60,47,240
2040,51,25,120
2160,63,49,240
2280,51,23,120
2400,68,51,240
2520,56,25,120
2640,70,56,240
2760,56,22,120
2880,63,50,720
3000,58,23,120
3120,55,23,120
3240,58,23,120
3360,55,28,120
3480,58,23,120
3600,64,46,240
3720,58,24,120
3840,65,50,480
3960,58,24,120
4080,55,26,120
4200,58,23,118
4320,58,50,360
4440,51,24,120
4560,55,24,120
4680,60,46,60
4740,61,46,60
4800,63,50,480
4920,51,27,120
5040,56,27,120
5160,51,25,120
5280,57,48,480
5400,48,24,120
5520,51,26,120
5640,48,24,120
5760,61,50,480
5880,49,25,120
6000,53,27,120
6120,49,24,120
6240,60,48,120
6360,58,48,120
6480,56,48,120
6600,55,48,120
6720,58,50,480
6840,51,26,120
6960,49,28,120
7080,51,24,120
7200,56,50,240
7280,51,34,60
7360,56,34,60
7440,60,36,60
7520,63,35,60
7600,68,35,60
7680,72,50,480
7800,63,24,120
7920,60,26,120
8040,63,23,120
8160,70,46,480
8280,63,24,120
8400,58,26,120
8520,63,24,120
8640,75,50,720
8760,68,25,120
8880,63,25,120
9000,68,25,120
9120,63,28,120
9240,70,25,120
9360,73,48,240
9480,70,25,120
9600,72,47,240
9720,68,31,120
9840,75,49,240
9960,70,33,120
10080,80,51,240
10200,72,34,120
10320,82,56,240
10440,74,35,120
10560,75,50,720
10680,70,25,120
10800,67,25,120
10920,70,25,120
11040,67,29,120
11160,70,30,120
11280,76,46,240
11400,70,34,120
11520,77,50,480
11640,70,24,120
11760,67,26,120
11880,70,23,118
12000,70,50,360
12120,63,24,120
12240,67,24,120
12360,72,46,60
12420,73,46,60
12480,75,50,480
12600,63,27,120
12720,68,27,120
12840,63,25,120
12960,69,48,480
13080,60,24,120
13200,63,26,120
13320,60,24,120
13440,73,50,480
13560,61,25,120
13680,65,27,120
13800,61,24,120
13920,72,48,120
14040,70,48,120
14160,68,48,120
14280,67,48,120
14400,70,50,480
14520,63,26,120
14640,61,28,120
14760,63,24,120
14880,68,50,240
15300,60,45,60
15360,72,50,600
15480,60,25,120
15600,60,25,120
15720,60,25,120
15840,60,29,120
15960,80,50,120
16080,79,51,120
16200,77,48,120
16320,84,54,600
16440,60,25,120
16560,60,25,120
16680,60,25,120
16800,60,29,120
16920,80,50,120
17040,79,50,120
17160,77,48,120
17280,72,52,600
17400,64,25,120
17520,64,25,120
17640,64,25,120
17760,65,31,120
17880,80,46,120
18000,79,49,120
18120,77,51,120
18240,75,57,240
18360,68,31,120
18480,74,53,360
18600,68,35,120
18720,68,38,120
18840,75,55,30
18870,74,55,30
18900,72,54,30
18930,74,54,30
18960,77,63,180
19080,68,30,120
19140,75,55,60
19200,75,62,480
19320,67,27,120
19440,67,27,120
19560,67,27,120
19680,65,55,300
19800,63,30,120
19920,67,54,30
19980,64,53,30
20010,65,53,30
20040,68,58,60
20100,72,51,60
20160,71,45,40
20200,72,45,40
20240,74,45,40
20280,72,49,60
20340,70,45,60
20400,79,52,240
20520,67,30,120
20640,77,50,60
20700,75,49,60
20760,74,47,60
20820,72,46,60
20880,70,44,60
20940,69,43,60
21000,72,47,60
21060,70,46,60
21120,68,45,60
21180,65,43,60
21240,63,49,240
21600,58,44,120
21720,55,49,120
21840,58,45,120
21960,55,49,120
22080,51,45,120
22200,56,45,240
22320,50,44,120
22440,56,47,240
22560,48,45,120
22680,56,50,240
22800,47,47,120
22920,56,49,240
23040,46,49,120
23160,55,49,240
23520,46,44,120
23640,43,49,120
23760,46,45,120
23880,58,49,180
24000,39,38,120
24060,63,49,60
24120,63,49,120
24240,62,44,120
24360,62,49,120
24480,60,45,120
24600,60,53,120
24720,59,47,120
24840,59,53,120
24960,58,49,120
25080,58,50,1920
25200,52,48,120
25320,52,53,120
25440,51,48,120
25560,51,53,120
25680,50,49,120
25800,50,55,120
25920,51,50,120
26040,51,55,120
26160,52,40,120
26280,52,44,120
26400,51,37,120
26520,51,44,120
26640,50,31,120
26760,50,37,120
26880,49,29,120
27000,60,47,480
27120,51,24,120
27240,56,26,120
27360,51,23,120
27480,58,46,480
27600,51,24,120
27720,55,26,120
27840,51,24,120
27960,63,50,720
28080,51,25,120
28200,56,25,120
28320,51,25,120
28440,58,28,120
28560,51,25,120
28680,61,48,240
28800,51,25,120
28920,60,47,240
29040,51,25,120
29160,63,49,240
29280,51,24,120
29400,68,51,240
29520,56,28,120
29640,70,56,240
29760,56,26,120
29880,63,50,720
30000,58,23,120
30120,55,23,120
30240,58,23,120
30360,55,28,120
30480,58,23,120
30600,64,46,240
30720,58,24,120
30840,65,50,480
30960,58,24,120
31080,55,26,120
31200,58,23,118
31320,58,50,360
31440,51,24,120
31560,55,24,120
31680,60,46,60
31740,61,46,60
31800,63,50,480
31920,51,27,120
32040,56,27,120
32160,51,25,120
