time,note,velocity,duration
960,64,52,480
1440,73,58,370
1800,74,43,120
1920,71,38,480
2400,71,27,480
2880,71,21,940
3840,78,45,480
4320,75,52,370
4680,76,51,120
4800,81,44,480
5280,81,31,480
5760,81,31,940
6720,73,48,480
7200,70,48,370
7560,71,38,120
7680,74,42,480
8160,74,32,480
8640,74,27,940
9600,68,37,480
10080,68,39,370
10440,69,37,120
10560,73,33,480
11040,73,22,480
11520,73,18,940
12480,64,60,960
12960,73,57,370
13320,74,57,120
13440,71,49,480
13920,71,37,480
14400,71,32,940
15360,78,57,480
15840,75,64,370
16200,76,57,1080
16320,85,64,480
16800,85,68,480
17280,85,52,940
18240,73,45,480
18720,73,48,370
19080,74,40,120
19200,78,37,480
19680,78,33,480
20160,78,28,940
21120,68,39,480
21600,71,43,370
21960,69,37,100
22080,69,43,1920
22200,81,32,360
22560,81,32,480
23040,81,31,960
