time,note,velocity,duration
0,76,127,192
192,68,127,384
576,68,127,192
768,68,127,192
960,69,127,192
1152,71,127,192
1344,69,127,384
1728,69,127,192
1920,69,127,384
2304,76,127,192
2496,68,127,384
2880,68,127,192
3072,68,127,192
3264,69,127,192
3456,71,127,192
3648,69,127,960
4608,67,127,192
4800,66,127,384
5184,66,127,192
5376,66,127,192
5568,70,127,192
5760,73,127,192
5952,71,127,384
6336,71,127,192
6528,71,127,384
6912,69,127,192
7104,67,127,192
7296,66,127,192
7488,64,127,192
7680,71,127,384
8064,59,127,192
8256,64,127,960
9216,76,127,192
9408,68,127,384
9792,68,127,192
9984,68,127,192
10176,69,127,192
10368,71,127,192
10560,69,127,384
10944,69,127,192
11136,69,127,384
11520,76,127,192
11712,68,127,384
12096,68,127,192
12288,68,127,192
12480,69,127,192
12672,71,127,192
12864,69,127,960
13824,67,127,192
14016,66,127,384
14400,66,127,192
14592,66,127,192
14784,70,127,192
14976,73,127,192
15168,71,127,384
15552,71,127,192
15744,71,127,384
16128,69,127,192
16320,67,127,192
16512,66,127,192
16704,64,127,192
16896,71,127,384
17280,59,127,192
17472,64,127,960
18432,79,127,192
18624,70,127,384
19008,70,127,192
19200,70,127,192
19392,71,127,192
19584,73,127,192
19776,71,127,384
20160,71,127,192
20352,71,127,384
20736,79,127,192
20928,70,127,384
21312,70,127,192
21504,70,127,192
21696,71,127,192
21888,73,127,148
22036,71,127,21
22058,73,127,21
22080,71,127,960
23040,69,127,192
23232,67,127,384
23616,67,127,192
23808,67,127,192
24000,66,127,192
24192,64,127,192
24384,72,127,384
24768,72,127,192
24960,72,127,384
25344,72,127,192
25536,71,127,192
25728,69,127,192
25920,67,127,192
26112,74,127,384
26496,62,127,192
26688,67,127,960
27840,79,127,192
28032,70,127,384
28416,70,127,192
28608,70,127,192
28800,71,127,192
28992,73,127,192
29184,71,127,384
29568,71,127,192
29760,71,127,384
30144,79,127,192
30336,70,127,384
30720,70,127,192
30912,70,127,192
31104,71,127,192
31296,73,127,148
31444,71,127,21
31466,73,127,21
31488,71,127,960
32448,69,127,192
32640,67,127,384
33024,67,127,192
33216,67,127,192
33408,66,127,192
33600,64,127,192
33792,72,127,384
34176,72,127,192
34368,72,127,384
34752,72,127,192
34944,71,127,192
35136,69,127,192
35328,67,127,192
35520,74,127,384
35904,62,127,192
36096,67,127,384
36480,68,127,576
37056,76,127,192
37248,68,127,384
37632,68,127,192
37824,68,127,192
38016,69,127,192
38208,71,127,192
38400,69,127,384
38784,69,127,192
38976,69,127,384
39360,76,127,192
39552,68,127,384
39936,68,127,192
40128,68,127,192
40320,69,127,192
40512,71,127,192
40704,69,127,960
41664,67,127,192
41856,66,127,384
42240,66,127,192
42432,66,127,192
42624,70,127,192
42816,73,127,192
43008,71,127,384
43392,71,127,192
43584,71,127,384
43968,69,127,192
44160,67,127,192
44352,66,127,192
