time,note,velocity,duration
240,68,43,1920
480,80,43,960
1440,77,39,960
2160,69,36,2160
2400,75,37,240
2640,77,32,240
2880,75,30,1680
4320,68,39,2160
4560,73,40,240
4800,75,34,240
5040,73,32,360
5400,77,46,720
6120,73,45,600
6480,66,38,2160
6720,72,34,240
6960,73,31,240
7200,72,27,1680
8640,66,39,1440
8880,70,39,240
9120,72,36,240
9360,70,36,240
9600,75,39,240
9840,70,37,240
10080,68,40,240
10320,70,37,240
10560,68,36,480
10800,63,36,1440
11040,66,34,240
11280,68,33,240
11520,66,33,720
12240,65,34,960
12960,61,34,1440
13200,65,38,240
13440,66,37,240
13680,65,37,240
13920,70,39,240
14160,65,37,240
14400,63,39,240
14640,65,37,240
14880,63,37,480
15120,58,33,1440
15360,61,34,240
15600,63,34,240
15840,61,34,720
16560,60,27,720
16920,44,28,600
17280,37,30,240
17520,56,28,240
17760,68,36,1680
18000,80,39,720
18720,77,35,960
19440,49,33,1440
19680,75,42,240
19920,77,37,240
20160,75,31,1680
21600,49,36,1440
21840,73,39,240
22080,75,40,240
22320,80,40,720
23040,77,38,960
23760,49,33,1440
24000,75,42,240
24240,77,37,240
24480,75,31,720
25200,73,37,960
25920,44,36,2160
26160,73,39,240
26400,75,40,240
26640,82,48,360
27000,80,46,720
27720,65,44,600
28080,46,39,1440
28320,75,40,240
28560,77,37,240
28800,75,33,360
29160,73,37,720
30240,39,36,1440
30600,89,40,1080
31200,87,39,240
31440,87,39,220
31680,87,41,240
31920,85,40,240
32160,85,40,220
32400,85,41,240
32640,84,39,240
32880,84,39,220
33120,84,39,360
33480,85,36,360
33840,82,36,720
34560,46,36,1440
34920,89,48,1060
35520,90,42,240
35760,82,37,220
36000,87,40,220
36240,89,39,240
36480,87,39,240
36720,85,40,220
36960,87,38,240
37200,85,38,220
37440,84,38,330
37770,87,43,30
37800,85,37,360
38160,82,35,1080
38880,44,42,1440
39240,78,51,360
39600,80,47,360
39960,84,51,360
40320,82,48,360
40680,78,46,360
41040,45,42,1440
41280,78,39,240
41520,78,39,230
41760,78,42,240
42000,78,40,220
42240,80,44,240
42480,78,42,720
43200,46,46,1440
43560,78,53,360
43920,80,60,360
44280,85,60,360
44640,82,57,360
45000,66,48,360
45360,48,45,1440
45600,78,42,240
45840,78,42,230
46080,78,46,240
46320,78,44,220
46560,80,47,240
46800,78,46,720
47520,49,51,1440
47880,78,61,360
48240,80,70,360
48600,87,71,360
48960,85,65,360
49320,70,57,360
49680,51,49,1440
49920,82,50,240
50160,82,50,230
50400,82,53,240
50640,82,51,220
50880,84,52,240
51120,82,52,220
51360,85,53,240
51600,87,57,120
51720,65,38,1440
51740,68,39,1420
51760,73,40,1400
51780,77,42,1380
51800,80,51,1360
51820,85,56,1340
51840,92,65,1320
53160,64,33,720
53177,68,34,703
53194,70,34,686
53211,73,36,669
53228,76,37,652
53245,80,45,635
53262,85,50,618
53280,92,55,600
53880,63,33,1440
53897,66,34,1423
53914,68,34,1406
53931,73,36,1389
53948,75,37,1372
53965,80,45,1355
53982,85,50,1338
54000,92,55,1320
55320,56,27,840
55340,63,28,820
55360,66,30,800
55380,72,31,780
55400,68,32,760
55420,75,33,740
55440,80,39,720
56160,68,40,1440
56280,44,30,120
56400,49,30,120
56520,53,30,120
56640,56,30,120
56760,61,30,120
56880,41,33,360
57000,48,26,120
57120,53,27,120
57240,56,28,120
57360,60,30,120
57480,65,31,120
57600,71,39,480
57720,52,32,120
57840,56,32,120
57960,59,32,120
58080,73,37,240
58200,68,32,120
58320,68,40,1440
58440,44,30,120
58560,49,30,120
58680,53,30,120
58800,56,30,120
58920,61,30,120
59040,41,33,360
59160,48,30,120
59280,53,30,120
59400,56,31,120
59520,60,32,120
59640,65,32,120
59760,71,40,480
59880,52,32,120
60000,56,32,120
60120,59,32,120
60240,68,32,120
60360,64,32,120
60480,73,46,480
60600,44,33,120
60720,49,33,120
60840,53,33,120
60960,75,44,240
61080,61,33,120
61200,77,48,720
61320,68,34,120
61440,65,34,120
61560,61,34,120
61680,56,34,120
61800,53,36,120
61920,73,47,480
62040,53,36,120
62160,49,36,120
62280,44,36,120
62400,77,48,240
62520,44,37,120
62640,79,53,240
62760,46,37,120
62880,77,47,240
63000,55,37,120
63120,73,47,240
63240,63,37,120
63360,73,42,720
63480,63,36,120
63600,65,36,240
63720,55,34,120
63840,61,34,240
63960,46,34,120
64080,61,38,360
64200,46,33,120
64320,51,33,120
64440,58,36,360
64560,51,33,120
64680,46,33,120
64800,70,52,1440
64920,51,33,120
65040,54,33,120
65160,58,33,120
65280,60,33,120
65400,66,33,120
65520,42,38,720
65640,49,32,120
