time,note,velocity,duration
0,47,127,192
192,71,127,96
288,70,127,96
384,71,127,192
576,66,127,192
768,67,127,192
960,66,127,192
1152,71,127,192
1344,66,127,192
1536,66,127,192
1728,64,127,192
1920,73,127,192
2112,64,127,192
2304,64,127,192
2496,62,127,96
2592,61,127,96
2688,62,127,96
2784,64,127,96
2880,66,127,96
2976,64,127,96
3072,66,127,192
3264,54,127,96
3360,53,127,96
3456,54,127,192
3552,69,127,96
3648,68,127,96
3744,69,127,96
3840,71,127,96
3936,73,127,96
4032,71,127,96
4128,68,127,96
4224,69,127,96
4320,71,127,96
4416,69,127,96
4512,66,127,96
4608,68,127,96
4704,69,127,96
4800,68,127,96
4896,66,127,96
4992,65,127,96
5088,68,127,96
5184,66,127,96
5280,65,127,96
5376,73,127,192
5568,66,127,96
5664,65,127,96
5760,66,127,96
5856,69,127,96
5952,68,127,96
6048,71,127,96
6144,69,127,96
6240,71,127,96
6336,73,127,96
6432,74,127,96
6528,68,127,288
6720,37,127,192
6816,66,127,96
6912,66,127,192
7104,78,127,96
7200,77,127,96
7296,78,127,192
7392,47,127,96
7488,73,127,192
7584,45,127,96
7680,74,127,192
7776,49,127,96
7872,73,127,192
7968,44,127,96
8064,78,127,192
8160,47,127,96
8256,73,127,192
8352,42,127,96
8448,73,127,192
8544,45,127,96
8640,71,127,192
8736,42,127,96
8832,80,127,192
8928,44,127,96
9024,71,127,192
9120,41,127,96
9216,71,127,192
9408,69,127,96
9504,68,127,96
9600,69,127,96
9696,71,127,96
9792,69,127,96
9888,65,127,96
9984,66,127,192
10176,78,127,96
10272,76,127,96
10368,78,127,192
10464,64,127,96
10560,73,127,192
10656,58,127,96
10752,74,127,96
10848,76,127,96
10944,74,127,96
11040,71,127,96
11136,76,127,96
11232,71,127,96
11328,78,127,96
11424,71,127,96
11520,79,127,96
11616,81,127,96
11712,79,127,96
11808,76,127,96
11904,81,127,96
12000,76,127,96
12096,83,127,96
12192,74,127,96
12288,73,127,96
12384,74,127,96
12480,73,127,96
12576,69,127,96
12672,74,127,96
12768,69,127,96
12864,76,127,96
12960,69,127,96
13056,78,127,96
13152,79,127,96
13248,78,127,96
13344,74,127,96
13440,79,127,96
13536,74,127,96
13632,81,127,96
13728,74,127,96
13824,83,127,96
13920,84,127,96
14016,83,127,96
14112,76,127,96
14208,81,127,96
14304,83,127,96
14400,81,127,96
14496,74,127,96
14592,79,127,96
14688,81,127,96
14784,79,127,96
14880,73,127,96
14976,78,127,96
15072,79,127,96
15168,78,127,96
15264,74,127,96
15360,76,127,192
15456,64,127,96
15552,67,127,96
15648,66,127,96
15744,67,127,192
15840,62,127,96
15936,76,127,192
16032,57,127,96
16128,66,127,192
16224,61,127,96
16320,74,127,192
16416,57,127,96
16512,64,127,192
16608,54,127,96
16704,73,127,192
16800,57,127,96
16896,74,127,192
17088,62,127,96
17184,61,127,96
17280,62,127,192
17376,66,127,96
17472,64,127,96
17568,66,127,96
17664,67,127,96
17760,69,127,96
17856,67,127,96
17952,64,127,96
18048,66,127,96
18144,67,127,96
18240,66,127,96
18336,62,127,96
18432,64,127,96
18528,66,127,96
18624,64,127,96
18720,62,127,96
18816,64,127,192
18912,64,127,96
19008,62,127,96
19104,61,127,96
19200,62,127,192
19392,69,127,192
19488,52,127,96
19584,74,127,96
19680,73,127,96
19776,71,127,96
19872,74,127,96
19968,73,127,96
20064,71,127,96
20160,69,127,96
20256,68,127,96
20352,69,127,192
20448,49,127,96
20544,64,127,192
20640,45,127,96
20736,66,127,192
20832,52,127,96
20928,64,127,192
21024,47,127,96
21120,69,127,192
21216,50,127,96
21312,64,127,192
21408,45,127,96
21504,64,127,192
21600,49,127,96
21696,62,127,192
21792,45,127,96
21888,71,127,192
21984,47,127,96
22080,62,127,192
22176,44,127,96
22272,62,127,192
22464,61,127,96
22560,59,127,96
22656,61,127,96
22752,63,127,96
22848,64,127,96
22944,63,127,96
23040,69,127,96
23136,66,127,96
23232,67,127,96
23328,69,127,96
23424,68,127,96
23520,70,127,96
23616,71,127,96
23712,70,127,96
23808,76,127,96
23904,73,127,96
24000,74,127,96
24096,76,127,96
24192,75,127,96
24288,77,127,96
24384,78,127,96
24480,77,127,96
24576,83,127,96
24672,80,127,96
24768,81,127,96
24864,71,127,96
24960,73,127,96
25056,75,127,96
25152,76,127,96
25248,75,127,96
25344,81,127,96
25440,78,127,96
25536,79,127,96
25632,69,127,96
25728,71,127,96
25824,73,127,96
25920,74,127,96
26016,73,127,96
26112,79,127,96
26208,76,127,96
26304,78,127,96
26400,73,127,96
26496,74,127,96
26592,76,127,96
26688,78,127,96
26784,74,127,96
26880,76,127,96
26976,78,127,96
27072,76,127,96
27168,73,127,96
27264,74,127,96
27360,76,127,96
27456,74,127,96
27552,71,127,96
27648,73,127,96
27744,74,127,96
27840,73,127,96
27936,71,127,96
28032,70,127,96
28128,71,127,96
28224,73,127,96
28320,70,127,96
28416,66,127,192
28608,71,127,96
28704,70,127,96
28800,71,127,192
28896,47,127,96
28992,66,127,192
29088,50,127,96
29184,67,127,192
29280,54,127,96
29376,66,127,192
29472,49,127,96
29568,71,127,192
29664,52,127,96
29760,66,127,192
29856,47,127,96
29952,66,127,192
30048,50,127,96
30144,64,127,192
30240,47,127,96
30336,73,127,192
30432,49,127,96
30528,64,127,192
30624,46,127,96
30720,64,127,192
30912,62,127,96
31008,61,127,96
31104,62,127,96
31200,66,127,96
31296,64,127,96
31392,67,127,96
31488,66,127,288
31584,54,127,96
31680,52,127,96
31776,74,127,96
31872,70,127,288
32064,42,127,192
32160,71,127,96
32256,71,127,1536
