time,note,velocity,duration
4,83,103,960
235,68,73,132
361,67,73,132
477,65,79,132
603,62,72,132
721,63,72,132
840,62,71,132
958,59,79,132
1084,55,72,132
1204,56,72,132
1323,55,70,132
1436,53,79,132
1564,50,71,132
1682,51,71,132
1800,50,68,132
1918,47,79,132
2035,43,71,132
2156,44,71,132
2279,43,69,132
2396,41,79,132
2516,38,71,132
2645,39,71,132
2759,38,68,132
2876,36,76,158
2995,31,69,158
3115,36,70,158
3239,31,68,158
3360,80,102,360
3481,31,71,158
3601,36,75,158
3720,79,95,120
3721,31,74,132
3836,35,79,120
3840,86,106,960
4082,68,71,132
4199,67,70,132
4318,65,79,132
4435,62,72,132
4561,63,72,132
4683,62,70,132
4803,59,79,132
4920,55,71,132
5038,56,71,132
5164,55,68,132
5282,53,79,132
5405,50,72,132
5525,51,72,132
5640,50,70,132
5756,47,79,132
5880,43,71,132
5997,44,71,132
6124,43,70,132
6237,41,79,132
6363,38,71,132
6484,39,71,132
6605,38,69,132
6725,36,79,158
6841,31,72,158
6959,36,73,158
7077,31,73,158
7198,36,76,158
7200,80,101,360
7324,31,76,158
7435,36,79,158
7559,31,76,132
7560,79,95,120
7676,35,79,120
7680,89,106,240
7922,92,87,132
8035,91,80,132
8043,79,71,132
8155,89,87,132
8162,77,79,132
8280,74,71,132
8285,86,77,132
8396,75,71,132
8398,87,77,132
8518,86,76,132
8519,74,70,132
8641,83,87,132
8644,71,79,132
8755,67,70,132
8762,79,77,132
8880,68,70,132
8884,80,77,132
9002,79,76,132
9119,65,79,132
9120,77,87,132
9236,62,71,132
9237,74,77,132
9363,75,77,132
9365,63,71,132
9480,74,76,132
9485,62,69,132
9600,71,87,132
9601,59,79,132
9718,55,71,132
9725,67,77,132
9840,56,71,132
9843,68,77,132
9956,67,76,132
9959,55,69,132
10081,65,87,132
10084,53,79,132
10198,50,71,132
10199,62,77,132
10320,51,71,132
10323,63,77,132
10437,50,69,132
10441,62,76,132
10561,59,87,132
10565,47,79,132
10678,55,77,132
10796,56,77,132
10803,44,71,132
10917,55,76,132
10921,43,69,132
11037,41,79,132
11039,53,87,132
11163,50,77,132
11280,51,77,132
11284,39,71,132
11399,38,70,132
11405,50,76,132
11520,36,62,120
11523,48,69,120
11638,47,69,120
11644,35,62,120
11755,43,67,120
11756,55,73,120
11882,53,72,132
11885,41,66,132
12000,51,71,132
12001,39,65,132
12115,50,70,132
12240,39,64,132
12242,51,69,132
12357,38,63,132
12360,50,69,132
12476,48,69,132
12484,36,63,132
12601,35,62,120
12605,47,68,120
12716,58,76,132
12722,46,70,132
12837,44,68,132
12844,56,74,132
12962,55,76,132
12964,43,69,132
13076,41,69,132
13078,53,74,132
13196,43,68,132
13199,55,74,132
13315,53,73,132
13323,41,68,132
13438,39,67,132
13445,51,73,132
13562,50,73,120
13565,38,67,120
13676,63,82,132
13678,51,76,132
13798,50,73,132
13804,62,83,132
13916,48,74,132
13924,60,84,132
14041,59,85,132
14043,47,75,132
14157,60,85,132
14164,48,76,132
14276,59,87,132
14282,47,77,132
14401,44,79,132
14403,56,88,132
14520,55,89,132
14523,43,80,132
14636,56,90,132
14637,44,81,132
14756,43,83,132
14760,55,89,132
14875,41,83,132
14883,53,92,132
14995,39,85,132
14999,51,94,132
15118,53,97,132
15123,41,88,132
15241,51,102,132
15244,39,90,132
15356,36,92,120
15357,48,104,240
15481,43,49,132
15595,48,50,132
15716,50,52,132
15839,51,54,132
15963,55,55,132
16082,60,57,132
16200,62,59,132
16315,63,60,132
16439,62,59,132
16557,60,57,132
16682,55,57,132
16798,51,57,132
16919,50,56,132
17037,48,55,132
17161,43,54,132
17280,36,56,132
17401,43,59,132
17516,48,62,132
17640,50,63,132
17765,51,68,132
17882,50,66,132
18005,48,63,132
18117,43,59,120
18238,36,56,132
18356,43,59,132
18485,48,63,132
18600,84,95,130
18720,86,102,370
18725,51,67,132
18836,50,65,132
18961,48,63,132
19076,43,61,120
19080,87,107,120
19199,36,59,132
19200,87,114,960
19325,43,46,132
19435,48,47,132
19564,50,49,132
19678,51,51,132
19797,55,52,132
19923,60,54,132
20039,62,55,132
20157,63,57,132
20281,62,55,132
20401,60,54,132
20519,55,52,132
20520,79,47,120
20640,79,47,360
