time,note,velocity,duration
2400,51,44,480
2880,60,49,1440
3120,63,34,240
3360,68,40,240
3600,72,36,240
3840,68,32,240
4080,63,32,240
4320,60,44,1440
4560,63,37,240
4800,68,40,240
5040,72,37,240
5280,68,33,240
5520,63,34,240
5760,60,48,2400
6000,64,36,240
6240,70,40,240
6480,72,37,240
6720,70,32,240
6960,64,32,240
7440,64,36,240
7680,70,40,240
7920,72,36,240
8160,70,31,240
8400,64,31,240
8640,60,50,960
8880,63,38,240
9120,69,40,240
9360,72,38,240
9600,69,39,240
9840,63,40,240
10080,61,55,960
10320,63,40,240
10560,69,45,240
10800,72,42,240
11040,69,38,240
11280,63,38,240
11520,60,56,1440
11760,62,38,240
12000,68,43,240
12240,72,42,240
12480,68,39,240
12720,62,39,240
12960,53,42,480
13200,62,36,240
13440,68,40,240
13680,72,37,240
13920,68,32,240
14160,62,34,240
14340,39,41,540
14400,53,48,480
14640,61,38,240
14880,63,45,240
15120,72,38,240
15360,63,34,240
15600,61,33,240
15780,51,42,540
15840,60,50,960
16080,61,38,240
16320,63,43,240
16560,67,38,240
16800,63,34,240
17040,61,34,240
17280,56,46,1440
17520,60,38,240
17760,63,43,240
18000,68,38,240
18240,63,34,240
18480,60,34,240
18720,32,42,480
18946,56,38,240
19200,60,43,240
19468,68,38,240
19680,63,34,240
19920,56,34,240
20100,44,40,540
20160,60,44,1440
20400,63,34,240
20640,68,40,240
20880,72,36,240
21120,68,32,240
21360,63,30,240
21600,60,42,1440
21840,63,37,240
22080,68,40,240
22320,72,37,240
22560,68,33,240
22800,63,33,240
23040,60,48,2400
23280,64,36,240
23520,70,40,240
23760,72,37,240
24000,70,34,240
24240,64,34,240
24480,42,59,480
24720,64,36,240
24960,70,40,240
25200,72,36,240
25440,70,32,240
25680,64,36,240
25920,60,50,960
26160,63,38,240
26400,69,40,240
26640,72,38,240
26880,69,39,240
27120,63,40,240
27240,53,40,600
27300,57,42,540
27360,61,55,960
27600,63,40,240
27840,69,45,240
28080,72,42,240
28320,69,39,240
28560,63,42,240
28740,46,40,540
28800,65,56,1440
29040,62,38,240
29280,68,43,240
29520,77,42,240
29760,72,39,240
30000,68,39,240
30240,34,39,480
30480,56,36,240
30720,58,40,240
30960,65,37,240
31200,62,33,240
31440,58,33,240
31680,53,48,480
31920,58,38,240
32160,61,45,240
32400,67,38,240
32640,63,34,240
32880,61,35,240
33120,60,50,960
33360,61,38,240
33600,63,43,240
33840,67,38,240
34080,63,33,240
34320,61,33,240
34560,56,46,480
34800,60,38,240
35040,63,43,240
35280,68,38,240
35520,63,34,240
35760,60,34,240
36000,32,42,480
36226,56,38,240
36480,60,43,240
36748,68,38,240
36988,63,38,240
37200,56,47,240
37440,56,50,1200
37680,61,38,240
37920,68,40,240
38160,64,38,240
38400,61,34,240
38640,55,51,240
38880,56,55,1200
39120,61,40,240
39360,68,45,240
39600,64,42,240
39840,61,42,240
40080,58,51,240
40320,60,56,1440
