time,note,velocity,duration
0,71,127,384
128,62,127,128
256,67,127,128
384,79,127,384
512,64,127,128
640,67,127,128
768,78,127,288
896,62,127,128
1024,66,127,128
1056,76,127,96
1152,74,127,384
1280,62,127,128
1408,69,127,128
1536,71,127,384
1664,62,127,128
1792,67,127,128
1920,79,127,384
2048,64,127,128
2176,67,127,128
2304,78,127,288
2432,62,127,128
2560,66,127,128
2592,76,127,96
2688,74,127,384
2816,62,127,128
2944,69,127,128
3072,71,127,384
3200,62,127,128
3328,67,127,128
3456,79,127,384
3584,62,127,128
3712,67,127,128
3840,76,127,288
3968,64,127,128
4096,67,127,128
4128,74,127,96
4224,72,127,384
4352,60,127,128
4480,67,127,128
4608,69,127,384
4736,60,127,128
4864,67,127,128
4992,74,127,384
5120,60,127,128
5248,66,127,128
5376,71,127,768
5504,59,127,128
5632,67,127,128
5760,55,127,192
5888,59,127,128
6016,67,127,128
6144,71,127,384
6272,59,127,128
6400,64,127,128
6528,72,127,384
6656,57,127,128
6784,64,127,128
6912,69,127,384
7040,57,127,128
7168,62,127,128
7200,48,127,96
7296,71,127,384
7424,55,127,128
7552,62,127,128
7680,67,127,384
7808,55,127,128
7936,60,127,128
8064,69,127,384
8192,54,127,128
8320,60,127,128
8448,66,127,384
8576,54,127,128
8704,59,127,128
8736,45,127,96
8832,67,127,384
8960,55,127,128
9088,59,127,128
9216,64,127,384
9344,55,127,128
9472,60,127,128
9600,66,127,384
9728,57,127,128
9856,62,127,128
9984,67,127,288
10112,55,127,128
10240,62,127,128
10272,69,127,96
10368,71,127,288
10496,57,127,128
10624,62,127,128
10656,72,127,96
10752,74,127,384
10880,62,127,128
11008,67,127,128
11136,79,127,384
11264,64,127,128
11392,67,127,128
11520,78,127,288
11648,62,127,128
11776,66,127,128
11808,76,127,96
11904,74,127,384
12032,62,127,128
12160,69,127,128
12288,71,127,384
12416,62,127,128
12544,67,127,128
12672,79,127,384
12800,64,127,128
12928,67,127,128
13056,78,127,288
13184,62,127,128
13312,66,127,128
13344,76,127,96
13440,74,127,384
13568,62,127,128
13696,69,127,128
13824,71,127,384
13952,62,127,128
14080,67,127,128
14208,79,127,384
14336,62,127,128
14464,67,127,128
14592,76,127,288
14720,64,127,128
14848,67,127,128
14880,74,127,96
14976,72,127,384
15104,60,127,128
15232,67,127,128
15360,69,127,384
15488,60,127,128
15616,67,127,128
15744,74,127,384
15872,60,127,128
16000,66,127,128
16128,71,127,768
16256,59,127,384
16384,67,127,128
16640,59,127,128
16768,67,127,128
