time,note,velocity,duration
0,81,127,384
192,50,127,192
384,79,127,96
480,78,127,96
576,76,127,96
672,74,127,96
768,81,127,384
960,50,127,192
1152,79,127,96
1248,78,127,96
1344,76,127,96
1440,74,127,96
1536,66,127,96
1632,67,127,96
1728,69,127,192
1920,67,127,192
2112,66,127,192
2304,64,127,192
2496,69,127,192
2688,66,127,192
2880,62,127,192
3072,81,127,384
3264,50,127,192
3456,79,127,96
3552,78,127,96
3648,76,127,96
3744,74,127,96
3840,81,127,384
4032,50,127,192
4224,79,127,96
4320,78,127,96
4416,76,127,96
4512,74,127,96
4608,66,127,96
4704,67,127,96
4800,69,127,192
4992,67,127,192
5184,66,127,192
5376,64,127,192
5568,69,127,192
5760,62,127,384
6144,73,127,96
6240,74,127,96
6336,76,127,192
6528,73,127,96
6624,74,127,96
6720,76,127,192
6912,81,127,192
7104,76,127,192
7296,76,127,384
7488,57,127,192
7680,81,127,192
7872,76,127,192
8064,81,127,192
8256,76,127,192
8448,74,127,96
8544,73,127,96
8640,71,127,96
8736,69,127,96
8832,71,127,192
9024,64,127,192
9216,76,127,192
9408,75,127,192
9600,64,127,192
9792,74,127,384
9984,40,127,192
10176,73,127,192
10368,81,127,192
10560,80,127,192
10752,76,127,192
10944,75,127,192
11136,64,127,192
11328,74,127,384
11520,40,127,192
11712,73,127,192
11904,81,127,192
12096,80,127,192
12288,76,127,96
12384,75,127,96
12480,73,127,96
12576,75,127,96
12672,76,127,96
12768,75,127,96
12864,73,127,96
12960,75,127,96
13056,76,127,192
13248,68,127,192
13440,69,127,192
13632,74,127,192
13824,73,127,96
13920,74,127,96
14016,76,127,192
14208,69,127,192
14400,62,127,192
14592,61,127,96
14688,62,127,96
14784,64,127,192
14976,57,127,384
