time,note,velocity,duration
1440,59,55,360
1800,71,52,120
1920,71,62,1440
2160,64,27,240
2400,64,27,240
2640,64,27,240
2880,64,27,240
3120,64,27,240
3360,64,24,240
3370,72,58,480
3600,64,24,240
3840,64,31,240
3850,71,62,1440
4080,64,27,240
4320,64,27,240
4560,64,27,240
4800,63,27,240
5040,63,27,240
5280,63,24,240
5290,72,58,480
5520,63,24,240
5760,63,31,240
5770,71,62,1430
6000,63,27,240
6240,63,27,240
6480,63,27,240
6720,62,27,240
6960,62,27,240
7200,72,59,480
7440,62,24,240
7680,71,64,1440
7920,62,27,240
8160,62,27,240
8400,62,27,240
8640,62,27,240
8880,62,27,240
9120,61,24,240
9125,70,58,480
9360,61,24,240
9600,60,31,240
9605,69,62,1440
9840,60,27,240
10080,60,28,240
10320,60,28,240
10560,60,31,240
10800,60,34,240
11040,60,31,240
11045,71,63,480
11280,60,32,240
11520,60,39,240
11525,69,66,1440
11760,60,35,240
12000,60,35,240
12240,60,34,240
12480,60,32,240
12720,60,32,240
12960,60,27,240
12965,71,67,480
13200,60,26,240
13440,60,37,240
13445,69,67,1440
13680,60,32,240
13920,60,32,240
14160,60,32,240
14400,60,32,240
14640,60,32,240
14880,71,66,360
15120,60,26,240
15240,69,57,120
15360,60,31,240
15370,69,62,1430
15600,60,27,240
15840,60,27,240
16080,60,27,240
16320,59,27,240
16560,59,27,240
16800,68,62,960
17040,59,24,240
17280,59,29,240
17520,59,28,240
17760,69,65,240
18000,71,69,240
18240,74,74,240
18480,72,65,240
18720,64,68,240
18960,69,62,240
19200,66,62,1440
19440,57,27,240
19680,57,27,240
19920,57,27,240
20160,57,27,240
20400,57,27,240
20640,69,57,480
20880,57,23,240
21120,66,62,1380
21360,57,27,240
21600,57,27,240
21840,57,27,240
22080,57,27,240
22320,57,27,240
22500,71,52,60
22560,69,62,480
22800,57,23,240
23040,67,62,240
23280,66,46,240
23520,60,54,240
23760,59,42,240
24000,63,64,240
24240,66,59,240
24480,74,65,160
24640,72,62,160
24800,71,57,160
24960,71,62,1440
25200,64,27,240
25440,64,29,240
25680,64,29,240
25920,64,31,240
26160,64,32,240
26400,64,32,240
26410,72,68,480
26640,64,33,240
26880,64,35,240
26890,71,71,1440
27120,64,32,240
27360,64,33,240
27600,64,35,240
27840,63,35,240
28080,63,38,240
28320,63,38,240
28325,72,74,480
28560,63,38,240
28800,63,45,240
28805,71,76,1435
29040,63,40,240
29280,62,41,240
29520,62,41,240
29760,62,44,240
30000,62,45,240
30240,72,77,480
30480,62,41,240
30720,71,84,360
30960,62,42,240
31080,70,78,120
31200,70,85,240
31440,71,70,60
31500,70,73,60
31560,69,76,60
31620,70,79,60
31680,79,88,480
31920,58,52,240
32160,78,91,360
32400,57,54,240
32520,76,77,120
32640,76,89,240
32880,75,86,240
33120,84,92,240
33360,75,85,240
33600,75,88,240
33840,76,82,240
34080,79,85,240
34320,71,77,240
34560,74,80,240
34800,72,69,240
35040,76,77,160
35200,64,67,160
35280,60,44,240
35360,69,67,160
35520,66,73,720
35760,59,38,240
36000,57,38,240
36240,69,69,240
36480,66,64,1380
36720,59,27,240
36960,59,27,240
36964,52,27,240
37200,59,27,240
37440,57,27,240
37680,57,27,240
37860,71,47,60
37920,69,57,480
38160,57,23,240
38400,66,57,1800
38640,59,27,240
38880,59,27,240
38884,52,27,240
39120,59,27,240
39360,59,27,240
39600,59,27,240
39840,57,23,240
40080,57,23,240
40200,64,52,120
40320,64,57,1440
40560,55,29,240
40800,55,29,240
41040,55,28,240
41280,58,28,240
41520,58,28,240
41760,66,52,480
42000,57,23,240
42240,64,52,1440
42480,57,27,240
42720,56,27,240
42724,52,27,240
42960,56,27,240
43200,55,27,240
43440,55,27,240
43680,66,47,480
43920,55,23,240
44160,64,47,960
46080,64,33,960
47040,63,33,960
48000,64,33,1920
