time,note,velocity,duration
0,58,40,480
480,58,40,360
840,58,36,120
960,58,40,960
1440,54,28,480
1920,58,40,480
2400,58,40,360
2760,58,36,120
2880,58,40,960
3360,54,28,480
3840,58,40,480
4320,58,40,360
4680,58,36,120
4800,58,40,480
5280,61,49,360
5640,60,45,120
5760,60,48,360
6120,58,42,120
6240,58,44,360
6600,58,36,120
6720,58,40,960
7200,54,28,480
7680,61,50,480
8160,61,50,360
8520,61,45,120
8640,61,50,480
9120,65,59,360
9480,63,53,60
9540,65,48,60
9600,63,57,360
9960,61,50,120
10080,61,55,360
10440,61,45,120
10560,61,50,960
11040,54,35,480
11520,70,73,240
11760,68,66,180
11940,68,58,60
12000,66,61,360
12360,65,53,120
12480,65,59,480
12960,61,51,480
13440,70,73,240
13680,68,65,180
13860,68,58,60
13920,66,61,360
14280,65,54,120
14400,65,59,480
14880,61,51,480
15360,58,46,480
15840,58,46,360
16200,58,41,120
16320,58,46,480
16800,61,54,360
17160,60,49,60
17220,61,45,60
17280,60,52,360
17640,58,46,120
17760,58,50,360
18120,58,41,120
18240,58,46,960
18720,54,32,480
19200,82,83,240
19440,80,73,180
19620,68,64,20
19660,80,59,20
19680,78,73,360
20040,77,61,120
20160,77,69,480
20640,73,68,480
21120,82,83,240
21360,80,73,180
21540,68,66,20
21580,80,58,20
21600,78,73,360
21960,77,61,120
22080,77,69,480
22560,73,68,480
23040,70,61,480
23520,70,63,360
23880,70,57,120
24000,70,65,480
24480,73,82,360
24840,72,71,120
24960,72,79,360
25320,70,71,120
25440,70,77,360
25800,70,72,120
25920,70,76,480
26400,72,95,480
26880,73,100,480
27360,77,89,360
27720,78,89,120
27840,80,93,360
28200,82,93,120
28320,84,99,360
28680,85,102,120
28800,89,103,960
29280,72,81,360
29640,70,76,120
29760,87,95,720
30120,68,71,120
30240,68,68,360
30600,78,89,120
30720,77,102,480
31200,77,89,360
31560,79,89,120
31680,81,93,360
32040,82,93,120
32160,84,99,360
32520,85,102,60
32580,70,88,1020
32600,76,88,1000
32620,79,88,980
32640,85,103,960
33120,67,81,480
33600,84,90,480
34080,53,81,240
34320,43,61,80
34400,44,61,80
34480,46,61,80
34560,68,80,480
34605,46,56,45
34650,44,64,45
34695,46,57,45
34740,44,66,45
34785,46,59,45
34830,44,68,45
34875,46,61,45
34920,44,70,45
34965,46,65,45
35010,44,73,45
35040,68,80,480
35055,46,66,45
35100,44,72,45
35146,46,63,45
35190,44,69,45
35235,46,60,46
35280,44,66,60
35340,46,58,60
35400,43,64,60
35460,44,55,60
35520,68,80,480
36000,49,79,240
36240,40,61,80
36320,41,61,80
36400,43,61,80
36480,65,80,480
36525,42,56,45
36570,41,64,45
36615,42,57,45
36660,41,66,45
36705,42,59,45
36750,41,68,45
36795,42,61,45
36840,41,70,45
36885,42,65,45
36930,41,73,45
36960,65,80,480
36975,42,66,45
37020,41,72,45
37066,42,63,45
37110,41,69,45
37155,42,60,46
37200,41,66,60
37260,42,58,60
37320,40,64,60
37380,41,55,60
37440,58,80,960
37920,41,49,240
38160,37,40,240
38400,58,46,480
38880,58,46,360
39240,58,41,120
39360,58,46,480
39840,61,54,360
40200,60,49,60
40260,61,45,60
40320,60,52,360
40680,58,46,120
40800,58,50,360
41160,58,41,120
41280,58,46,480
41760,61,97,360
42120,63,97,120
42240,65,101,480
42720,77,93,360
43080,78,93,120
43200,80,97,360
43560,82,97,120
43680,84,105,360
44040,85,108,120
44160,89,109,960
44640,72,85,360
45000,70,79,120
45120,87,99,720
45480,68,73,120
45600,68,71,360
45960,78,89,120
46080,77,102,480
46560,77,89,360
46920,79,89,120
47040,81,93,360
47400,82,93,120
47520,84,99,360
47880,85,102,60
47940,70,88,1020
47960,76,88,1000
47980,79,88,980
48000,85,103,960
48480,67,81,480
48960,84,90,480
49440,53,81,240
49680,43,61,80
49760,44,61,80
49840,46,61,80
49920,68,80,480
49965,46,56,45
50010,44,64,45
50055,46,57,45
50100,44,66,45
50145,46,59,45
50190,44,68,45
50235,46,61,45
50280,44,70,45
50325,46,65,45
50370,44,73,45
50400,68,80,480
50415,46,66,45
50460,44,72,45
50506,46,63,45
50550,44,69,45
50595,46,60,46
50640,44,66,60
50700,46,58,60
50760,43,64,60
50820,44,55,60
50880,68,80,480
51360,49,68,240
51600,40,61,80
51680,41,61,80
51760,43,61,80
51840,65,80,480
51885,42,56,45
51930,41,64,45
51975,42,57,45
52020,41,66,45
52065,42,59,45
52110,41,68,45
52155,42,61,45
52200,41,70,45
52245,42,65,45
52290,41,73,45
52320,65,80,480
52335,42,66,45
52380,41,72,45
52426,42,63,45
52470,41,69,45
52515,42,60,46
52560,41,66,60
52620,42,58,60
52680,40,64,60
52740,41,55,60
52800,58,80,960
53280,41,51,240
53520,37,39,240
53760,58,46,480
54240,58,46,360
54600,58,41,120
54720,58,46,480
55200,61,54,360
55560,60,49,60
55620,61,45,60
55680,60,52,360
56040,58,46,120
56160,58,50,360
56520,58,41,120
56640,58,46,480
57120,44,39,480
57600,77,54,960
57840,44,27,240
58080,53,27,240
58320,61,28,240
58560,78,50,240
58800,77,46,240
59040,75,50,240
59280,73,46,240
59520,72,50,480
59760,44,27,240
60000,82,54,480
60240,60,24,240
60480,80,52,960
60720,44,24,240
60960,54,27,240
61200,60,25,240
61440,78,51,960
61680,44,29,240
61920,54,29,240
62160,60,30,240
62400,80,50,240
62640,78,46,240
62880,77,50,240
63120,75,46,240
63360,73,50,480
63600,44,30,240
63840,85,53,480
64080,61,25,240
64320,80,49,960
64560,44,27,240
64800,53,29,240
65040,61,27,240
65280,77,52,960
65520,44,27,240
65760,53,30,240
66000,61,28,240
66240,78,51,240
66480,77,46,240
66720,75,50,240
66960,74,46,120
67080,75,46,60
67140,77,42,60
67200,75,53,240
67440,74,51,240
67680,75,54,240
67920,77,55,240
68160,78,57,240
68400,70,52,240
68640,77,57,240
68880,75,50,120
69000,72,39,60
69060,73,39,60
69120,73,39,45
69165,75,36,45
69210,73,40,45
69255,75,37,45
69300,73,42,45
69345,75,38,45
69360,52,28,240
69390,73,44,45
69435,75,39,45
69480,73,46,45
69525,75,42,45
69570,73,48,45
69600,61,28,240
69615,75,42,45
69660,73,47,45
69706,75,40,45
69750,73,44,45
69795,75,38,46
69840,73,42,60
69900,75,37,60
69960,72,40,60
70020,73,35,60
70080,82,54,240
70320,80,50,240
70560,78,52,240
70800,68,50,240
71040,75,54,960
71280,44,27,240
71520,54,27,240
71760,60,26,240
72000,73,50,480
72240,44,28,240
72480,53,28,240
72720,61,28,240
72960,77,54,960
73200,44,27,240
73440,53,27,240
73680,61,28,240
73920,78,50,240
74160,77,46,240
74400,75,50,240
74640,73,46,240
74880,72,50,480
75120,44,27,240
75360,82,54,480
75600,60,24,240
75840,80,52,960
76080,44,24,240
76320,54,27,240
76560,60,25,240
76800,78,51,960
77040,44,29,240
77280,54,29,240
77520,60,30,240
77760,80,50,240
78000,78,46,240
78240,77,50,240
78480,75,46,240
78720,73,50,480
78960,44,30,240
79200,85,53,480
79440,61,25,240
79680,80,49,960
79920,44,27,240
80160,53,29,240
80400,61,27,240
80640,77,52,960
80880,44,27,240
81120,53,30,240
81360,61,28,240
81600,78,51,240
81840,77,46,240
82080,75,50,240
82320,74,46,120
82440,75,46,60
82500,77,42,60
82560,75,53,240
82800,74,51,240
83040,75,54,240
83280,77,55,240
83520,78,57,240
83760,70,52,240
84000,77,57,240
84240,75,50,120
84360,72,39,60
84420,73,39,60
84480,73,39,45
84525,75,36,45
84570,73,40,45
84615,75,37,45
84660,73,42,45
84705,75,38,45
84720,52,28,240
84750,73,44,45
84795,75,39,45
84840,73,46,45
84885,75,42,45
84930,73,48,45
84960,61,28,240
84975,75,42,45
85020,73,47,45
85066,75,40,45
85110,73,44,45
85155,75,38,46
85200,73,42,60
85260,75,37,60
85320,72,40,60
85380,73,35,60
85440,82,54,240
85680,80,50,240
85920,78,52,240
86160,68,50,240
86400,75,54,960
86640,44,27,240
86880,54,27,240
87120,60,26,240
87360,73,50,480
87600,44,28,240
87840,53,28,240
88080,61,28,240
88320,72,56,960
88560,44,28,240
88800,51,28,240
89040,60,29,240
89280,73,52,240
89520,72,48,240
89760,70,52,240
90000,68,48,240
90240,67,52,480
90480,46,28,240
90720,77,56,480
90960,61,25,240
91200,75,54,960
91440,46,25,240
91680,51,28,240
91920,61,26,240
92160,73,55,960
92400,46,31,240
92640,52,31,240
92880,61,33,240
93120,75,55,240
93360,73,50,240
93600,72,55,240
93840,70,51,240
94080,69,55,480
94320,48,33,240
94560,78,59,480
94800,63,28,240
95040,77,55,960
95280,48,30,240
95520,51,33,240
95760,63,30,240
96000,77,59,960
96240,49,31,240
96480,58,34,240
96720,65,32,240
96960,78,58,240
97200,77,52,240
97440,75,57,240
97680,73,52,240
97920,73,59,480
98160,51,35,240
98400,72,57,480
98640,66,33,240
98880,41,41,240
99120,72,56,210
99330,75,55,30
99360,73,59,360
99600,65,35,240
99720,72,58,120
99840,72,59,480
100080,51,34,240
100320,70,56,480
100560,63,33,240
100800,42,38,240
101040,72,56,210
101250,75,59,30
101280,73,59,360
101520,64,34,240
101640,72,56,120
101760,72,50,480
102000,48,32,240
102240,77,55,480
102480,65,31,240
102720,78,54,480
102960,51,33,240
103200,68,46,480
103440,66,26,240
103680,77,54,960
103920,44,27,240
104160,53,27,240
104400,61,28,240
104640,78,50,240
104880,77,46,240
105120,75,50,240
105360,73,46,240
105600,72,50,480
105840,44,27,240
106080,82,54,480
106320,60,24,240
106560,80,52,960
106800,44,24,240
107040,54,27,240
