time,note,velocity,duration
0,70,127,384
192,48,127,192
384,70,127,384
576,48,127,192
768,65,127,288
960,46,127,192
1056,67,127,52
1108,65,127,43
1152,63,127,768
1344,46,127,192
1536,48,127,192
1728,41,127,192
1920,62,127,384
2304,60,127,384
2496,55,127,192
2688,72,127,576
2880,51,127,192
3072,50,127,192
3264,74,127,96
3360,75,127,52
3412,70,127,43
3456,69,127,768
3648,48,127,192
3840,51,127,192
4032,50,127,192
4224,70,127,384
4416,46,127,192
4608,72,127,384
4800,48,127,192
4992,65,127,384
5184,45,127,192
5376,75,127,384
5568,41,127,192
5760,74,127,192
5952,72,127,192
6144,70,127,192
6336,69,127,192
6528,70,127,384
6912,75,127,96
7008,77,127,96
7104,79,127,192
7296,77,127,192
7488,75,127,192
7680,74,127,192
7872,75,127,192
8064,72,127,1152
8256,39,127,192
8448,41,127,192
8640,43,127,192
8832,45,127,192
9024,41,127,192
9216,72,127,1152
9600,45,127,384
9984,48,127,384
10368,69,127,384
10560,51,127,192
10752,69,127,288
10944,48,127,192
11040,70,127,96
11136,70,127,288
11328,46,127,192
11424,69,127,48
11472,70,127,48
11520,72,127,384
11712,41,127,192
11904,70,127,192
12096,69,127,192
12288,67,127,192
12480,65,127,192
12672,70,127,384
13056,69,127,192
13248,67,127,192
13440,69,127,192
13632,65,127,192
13824,67,127,192
14016,65,127,192
14208,64,127,192
14400,62,127,192
14592,64,127,192
14784,60,127,192
14976,60,127,192
15168,62,127,192
15360,64,127,192
15552,65,127,192
15744,67,127,192
15936,69,127,192
16128,70,127,384
16320,50,127,192
16512,76,127,384
16704,46,127,192
16896,76,127,96
16992,77,127,96
17088,79,127,192
17280,72,127,384
17664,70,127,192
17856,69,127,192
18048,67,127,192
18240,69,127,192
18432,65,127,1152
18624,48,127,192
18816,53,127,192
19008,50,127,192
19200,51,127,192
19392,48,127,192
19584,65,127,384
19776,53,127,192
19968,70,127,384
20160,50,127,192
20352,70,127,96
20448,72,127,96
20544,74,127,192
20736,65,127,384
20928,48,127,192
21120,72,127,384
21312,45,127,192
21504,72,127,96
21600,74,127,96
21696,75,127,192
21888,74,127,192
22080,77,127,192
22272,75,127,192
22464,74,127,192
22656,72,127,192
22848,70,127,192
23040,69,127,384
23232,53,127,192
23424,67,127,192
23616,69,127,192
23808,65,127,384
24000,48,127,192
24192,70,127,384
24384,48,127,192
24576,70,127,384
24768,46,127,192
24960,69,127,384
25152,50,127,192
25344,67,127,384
25536,53,127,192
25728,65,127,192
25920,63,127,192
26112,62,127,384
26304,57,127,192
26496,75,127,384
26880,74,127,384
27264,72,127,384
27648,70,127,1152
27840,45,127,192
28032,46,127,192
28224,48,127,192
28416,50,127,192
28608,51,127,192
28800,70,127,1152
