time,note,velocity,duration
0,45,77,120
120,47,69,120
240,45,74,120
360,47,69,120
480,48,78,120
600,47,69,120
720,48,77,120
840,47,69,120
960,45,80,240
1200,47,69,120
1440,48,79,240
1680,52,69,120
1920,57,79,240
2160,59,69,120
2400,60,79,240
2640,64,69,120
2880,71,74,240
3120,71,70,240
3360,72,80,480
3840,45,77,120
3960,47,69,120
4080,45,74,120
4200,47,69,120
4320,48,78,120
4440,47,69,120
4560,48,77,120
4680,47,69,120
4800,45,80,240
5040,47,69,120
5280,48,79,240
5513,52,69,120
5520,40,60,120
5760,57,79,240
6000,59,69,120
6240,60,79,240
6480,64,69,120
6720,71,74,240
6960,71,70,240
7200,69,82,480
7680,58,77,120
7800,57,69,120
7920,58,74,120
8040,57,69,120
8160,55,78,120
8280,57,69,120
8400,55,77,120
8520,57,69,120
8640,58,80,240
8880,55,69,120
9120,55,79,240
9360,52,69,120
9600,70,79,240
9840,67,69,120
10080,67,79,240
10320,64,69,120
10560,64,74,240
10800,64,70,240
11040,65,80,480
11520,60,77,120
11640,59,69,120
11760,60,74,120
11880,59,69,120
12000,57,78,120
12120,59,69,120
12240,57,77,120
12360,59,69,120
12480,60,80,240
12720,57,69,120
12960,57,79,240
13200,54,69,120
13440,72,79,240
13680,69,69,120
13920,69,79,240
14160,66,69,120
14400,66,74,240
14640,66,70,240
14880,68,80,480
15360,57,84,120
15480,59,75,120
15600,57,81,120
15720,59,75,120
15840,60,85,120
15960,59,75,120
16080,60,84,120
16200,59,75,120
16320,57,88,240
16560,59,75,120
16800,60,86,240
17040,64,75,120
17280,69,86,240
17520,71,75,120
17760,72,86,240
18000,76,75,120
18240,71,86,240
18480,71,81,240
18720,72,81,240
18960,73,85,240
19200,74,91,480
19320,52,73,120
19440,50,78,120
19560,52,69,120
19680,65,81,120
19800,64,72,120
19920,65,80,120
20040,64,72,120
20160,62,84,240
20400,64,72,120
20640,65,82,240
20880,69,72,120
21120,74,82,240
21360,76,72,120
21600,77,82,240
21840,81,72,120
22080,80,85,240
22320,80,80,240
22560,81,92,480
23040,58,77,120
23160,57,69,120
23280,58,74,120
23400,57,69,120
23520,55,78,120
23640,57,69,120
23760,55,77,120
23880,57,69,120
24000,58,80,240
24240,55,69,120
24480,55,79,240
24720,52,69,120
24960,70,79,240
25200,67,69,120
25440,67,79,240
25680,64,69,120
25920,64,74,240
26160,64,70,240
26400,65,80,480
26880,60,77,120
27000,59,69,120
27120,60,74,120
27240,59,69,120
27360,57,78,120
27480,59,69,120
27600,57,77,120
27720,59,69,120
27840,60,80,240
28080,57,69,120
28320,57,79,240
28560,54,69,120
28800,72,79,240
29040,69,69,120
29280,69,79,240
