time,note,velocity,duration
1440,60,51,480
1920,65,58,1200
2400,60,26,1440
3120,64,45,240
3360,65,48,240
3600,69,49,240
3840,72,52,240
4080,77,52,240
4200,46,31,70
4260,53,35,1500
4320,65,38,1920
4330,77,50,960
5280,60,36,240
5285,76,39,240
5520,58,34,240
5525,74,38,240
5760,72,42,240
6000,77,38,240
6240,67,42,240
6480,69,42,240
6720,70,48,240
6960,74,40,240
7200,65,46,240
7440,67,46,240
7680,69,49,240
7920,72,38,240
8160,67,45,960
8400,50,50,240
8640,48,47,240
8880,46,47,240
9120,43,48,240
9140,60,51,460
9360,45,48,240
9600,65,58,1200
10080,60,26,1440
10800,64,45,240
11040,65,48,240
11280,69,49,240
11520,72,52,240
11760,81,51,240
11880,49,28,70
12000,81,49,720
12720,79,46,240
12960,77,46,240
13200,76,46,240
13440,77,55,240
13680,81,45,240
13920,74,49,240
14160,77,44,240
14400,76,48,720
14640,72,38,240
14880,64,38,240
15120,75,38,240
15360,74,44,480
15600,67,33,240
15840,76,42,360
16080,59,33,240
16200,72,35,120
16320,72,38,960
16560,50,46,240
16800,46,41,240
17040,43,40,240
17050,60,51,230
17280,65,58,1200
17760,60,26,1440
18480,64,45,240
18720,65,48,240
18960,69,49,240
19200,72,52,240
19440,77,52,240
19560,46,31,70
19620,53,35,1500
19680,65,38,1920
19690,77,50,960
20640,60,34,240
20645,76,37,240
20880,58,31,240
20885,74,36,235
21120,72,42,240
21360,77,38,240
21600,67,40,240
21840,69,40,240
22080,70,46,240
22320,74,38,240
22560,65,46,240
22800,67,46,240
23040,69,49,240
23280,72,38,240
23520,67,45,960
23760,50,50,240
24000,48,47,240
24240,46,47,240
24480,43,48,240
24500,60,51,460
24720,45,48,240
24960,65,58,1200
25440,60,26,1440
26160,64,45,240
26400,65,48,240
26640,69,49,240
26880,72,52,240
27120,81,51,240
27240,49,28,70
27360,81,49,720
28080,79,46,240
28320,77,46,240
28560,76,46,240
28800,77,55,240
29040,81,45,240
29280,74,49,240
29520,77,44,240
29760,76,48,720
30000,72,38,240
30240,64,38,240
30480,75,38,240
30720,74,44,480
30960,67,33,240
31200,76,42,360
31440,59,33,240
31560,72,35,120
31680,72,38,960
31920,50,46,240
32160,46,42,240
32400,43,40,240
32410,60,56,230
32640,65,63,1200
33120,60,28,1440
33840,64,49,240
34080,65,52,240
34320,69,53,240
34560,72,52,240
34800,75,51,240
35040,75,56,960
35280,57,41,240
35520,62,44,1680
35760,66,48,240
36000,74,50,240
36240,72,51,240
36480,70,55,240
36720,74,49,240
36960,67,53,240
37200,69,48,240
37440,70,52,720
37680,67,41,240
37920,58,41,240
38160,69,41,240
38400,67,48,720
38640,62,40,240
38880,55,40,240
39120,62,41,237
39360,62,41,480
39600,55,42,240
39840,43,44,240
40080,45,38,240
40090,65,42,230
40320,70,51,1200
40800,65,28,1440
41520,69,40,240
41760,70,44,240
42000,74,45,240
42240,77,44,480
42480,82,46,240
42720,82,46,960
42960,64,29,240
43200,69,30,1680
43440,73,36,240
43680,76,36,480
43685,81,40,240
43920,61,33,240
43925,79,37,235
44160,77,45,240
44400,81,42,240
44640,74,45,240
44880,76,40,240
45120,77,44,720
45360,74,37,240
45600,65,37,240
45840,76,37,240
46080,74,42,720
46320,69,38,240
46560,62,37,240
46800,69,36,480
47040,65,35,480
47280,58,30,480
47520,67,30,480
47760,48,32,240
47880,60,34,120
48000,65,46,1200
48480,60,23,1440
49200,64,40,240
49440,65,43,240
49680,69,44,240
49920,72,46,240
50160,77,46,240
50280,46,27,70
50340,53,31,1500
50400,65,34,1920
50410,77,45,960
51360,60,29,240
51367,76,31,240
51600,58,27,240
51605,74,29,235
51840,72,37,240
52080,77,34,240
52320,67,36,240
52560,69,36,240
52800,70,41,240
53040,74,34,240
53280,65,41,240
53520,67,41,240
53760,69,44,240
54000,72,34,240
54240,67,40,960
54480,50,45,240
54720,48,42,240
54960,46,42,240
55200,43,43,240
55220,60,45,460
55440,45,43,240
55680,65,52,1200
56160,60,23,1440
56880,64,40,240
57120,65,43,240
57360,69,44,240
57600,72,46,240
57840,81,45,240
58080,81,32,720
58800,79,36,240
59040,77,36,240
59520,72,39,240
59760,77,35,240
60000,67,36,240
60240,69,36,240
60480,70,43,240
60720,74,34,240
60960,67,32,240
61200,69,32,240
61440,70,36,240
61680,74,33,240
61920,62,29,240
62160,64,29,240
62400,65,29,960
