time,note,velocity,duration
1,60,61,960
121,64,57,840
241,67,56,120
361,72,60,120
481,76,63,108
601,67,50,120
721,72,47,120
841,76,47,120
961,60,62,960
1081,64,57,840
1201,67,56,120
1321,72,60,120
1441,76,62,108
1561,67,50,120
1681,72,48,120
1801,76,48,120
1921,60,65,960
2041,62,60,840
2161,69,56,120
2281,74,60,120
2401,77,65,108
2521,69,51,120
2641,74,50,120
2761,77,50,120
2881,60,65,960
3001,62,60,840
3121,69,58,120
3241,74,60,120
3361,77,65,108
3481,69,52,120
3601,74,50,120
3721,77,50,120
3841,59,65,960
3961,62,60,840
4081,67,56,120
4201,74,60,120
4321,77,65,108
4441,67,51,120
4561,74,50,120
4681,77,50,120
4801,59,65,960
4921,62,60,840
5041,67,56,120
5161,74,60,120
5281,77,65,108
5401,67,52,120
5521,74,50,120
5641,77,50,120
5761,60,61,960
5881,64,57,840
6001,67,53,120
6121,72,55,120
6241,76,60,108
6361,67,50,120
6481,72,47,120
6601,76,47,120
6721,60,62,960
6841,64,57,840
6961,67,55,120
7081,72,57,120
7201,76,61,108
7321,67,50,120
7441,72,48,120
7561,76,48,120
7681,60,67,960
7801,64,62,840
7921,69,61,120
8041,76,66,120
8161,81,70,108
8281,69,55,120
8401,76,51,120
8521,81,51,120
8641,60,68,960
8761,64,62,840
8881,69,61,120
9001,76,65,120
9121,81,68,108
9241,69,55,120
9361,76,52,120
9481,81,52,120
9601,60,61,960
9721,62,57,840
9841,66,56,120
9961,69,60,120
10081,74,63,108
10201,66,50,120
10321,69,47,120
10441,74,47,120
10561,60,62,960
10681,62,57,840
10801,66,56,120
10921,69,60,120
11041,74,62,108
11161,66,50,120
11281,69,48,120
11401,74,48,120
11521,59,65,960
11641,62,60,840
11761,67,58,120
11881,74,63,120
12001,79,66,108
12121,67,51,120
12241,74,50,120
12361,79,50,120
12481,59,65,960
12601,62,60,840
12721,67,58,120
12841,74,62,120
12961,79,65,108
13081,67,52,120
13201,74,50,120
13321,79,50,120
13441,59,61,960
13561,60,57,840
13681,64,56,120
13801,67,60,120
13921,72,63,108
14041,64,50,120
14161,67,47,120
14281,72,47,120
14401,59,62,960
14521,60,57,840
14641,64,56,120
14761,67,60,120
14881,72,62,108
15001,64,50,120
15121,67,48,120
15241,72,48,120
15361,57,61,960
15481,60,57,840
15601,64,56,120
15721,67,60,120
15841,72,63,108
15961,64,50,120
16081,67,47,120
16201,72,47,120
16321,57,62,960
16441,60,57,840
16561,64,56,120
16681,67,60,120
16801,72,62,108
16921,64,50,120
17041,67,48,120
17161,72,48,120
17281,50,61,960
17401,57,57,840
17521,62,56,120
17641,66,60,120
17761,72,63,108
17881,62,50,120
18001,66,47,120
18121,72,47,120
18241,50,62,960
18361,57,57,840
18481,62,56,120
18601,66,60,120
